round,accuracy
1,1.23
2,1.59
3,3.21
4,4.77
5,7.99
6,11.32
7,14.0
8,15.95
9,17.54
10,20.09
11,20.92
12,21.74
13,24.06
14,24.6
15,25.69
16,26.26
17,27.34
18,27.94
19,28.32
20,29.04
21,30.11
22,30.37
23,30.8
24,30.62
25,31.72
26,31.81
27,32.6
28,32.88
29,32.73
30,33.24
31,33.58
32,33.79
33,34.33
34,34.1
35,34.77
36,34.65
37,34.31
38,34.8
39,34.92
40,35.49
41,35.24
42,35.39
43,35.55
44,35.46
45,35.7
46,35.84
47,35.42
48,36.02
49,35.95
50,35.75
51,36.07
52,35.63
53,35.56
54,36.23
55,35.66
56,36.13
57,36.12
58,36.32
59,36.05
60,36.24
61,36.42
62,36.37
63,36.09
64,36.44
65,36.88
66,36.66
67,36.39
68,37.03
69,36.64
70,36.34
71,36.87
72,36.75
73,37.23
74,36.36
75,36.85
76,36.62
77,36.32
78,36.76
79,36.8
80,36.45
81,36.4
82,36.83
83,37.27
84,36.73
85,36.7
86,37.03
87,37.08
88,36.74
89,36.88
90,36.77
91,36.73
92,36.58
93,36.98
94,36.59
95,37.04
96,36.58
97,37.01
98,37.16
99,37.18
100,37.23
